"ADD HALFWORD IMMEDIATE (32←16)","AHI R1,I2","167@0|R1@8|10@12|I2@16|??@32","A7A","RI-a"
"ADD HALFWORD IMMEDIATE (64←16)","AGHI R1,I2","167@0|R1@8|11@12|I2@16|??@32","A7B","RI-a"
"ADD HIGH (32)","AHHHR R1,R2,R3","47560@0|R3@16|//@20|R1@24|R2@28|??@32","B9C8","RRF-a"
"ADD HIGH (32)","AHHLR R1,R2,R3","47576@0|R3@16|//@20|R1@24|R2@28|??@32","B9D8","RRF-a"
"ADD IMMEDIATE (32)","AFI R1,I2","194@0|R1@8|9@12|I2@16|??@48","C29","RIL-a"
"ADD IMMEDIATE (32←16)","AHIK R1,R3,I2","236@0|R1@8|R3@12|I2@16|//@32|216@40|??@48","ECD8","RIE-d"
"ADD IMMEDIATE (32←8)","ASI D1(B1),I2","235@0|I2@8|B1@16|D1@20|106@40|??@48","ST","SIY"
"ADD IMMEDIATE (64←16)","AGHIK R1,R3,I2","236@0|R1@8|R3@12|I2@16|//@32|217@40|??@48","ECD9","RIE-d"
"ADD IMMEDIATE (64←32)","AGFI R1,I2","194@0|R1@8|8@12|I2@16|??@48","C28","RIL-a"
"ADD IMMEDIATE (64←8)","AGSI D1(B1),I2","235@0|I2@8|B1@16|D1@20|122@40|??@48","ST","SIY"
"ADD IMMEDIATE HIGH (32)","AIH R1,I2","204@0|R1@8|8@12|I2@16|??@48","CC8","RIL-a"
"ADD LOGICAL (32)","AL R1,D2(X2,B2)","94@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"ADD LOGICAL (32)","ALR R1,R2","30@0|R1@8|R2@12|??@16","1E","RR"
"ADD LOGICAL (32)","ALRK R1,R2,R3","47610@0|R3@16|//@20|R1@24|R2@28|??@32","B9FA","RRF-a"
"ADD LOGICAL (32)","ALY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|94@40|??@48","B","RXY-a"
"ADD LOGICAL (64)","ALG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|10@40|??@48","B","RXY-a"
"ADD LOGICAL (64)","ALGR R1,R2","47370@0|//@16|R1@24|R2@28|??@32","B90A","RRE"
"ADD LOGICAL (64)","ALGRK R1,R2,R3","47594@0|R3@16|//@20|R1@24|R2@28|??@32","B9EA","RRF-a"
"ADD LOGICAL (64←32)","ALGF R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|26@40|??@48","B","RXY-a"
"ADD LOGICAL (64←32)","ALGFR R1,R2","47386@0|//@16|R1@24|R2@28|??@32","B91A","RRE"
"ADD LOGICAL HIGH (32)","ALHHHR R1,R2,R3","47562@0|R3@16|//@20|R1@24|R2@28|??@32","B9CA","RRF-a"
"ADD LOGICAL HIGH (32)","ALHHLR R1,R2,R3","47578@0|R3@16|//@20|R1@24|R2@28|??@32","B9DA","RRF-a"
"ADD LOGICAL IMMEDIATE (32)","ALFI R1,I2","194@0|R1@8|11@12|I2@16|??@48","C2B","RIL-a"
"ADD LOGICAL IMMEDIATE (64←32)","ALGFI R1,I2","194@0|R1@8|10@12|I2@16|??@48","C2A","RIL-a"
"ADD LOGICAL WITH CARRY (32)","ALC R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|152@40|??@48","B","RXY-a"
"ADD LOGICAL WITH CARRY (32)","ALCR R1,R2","47512@0|//@16|R1@24|R2@28|??@32","B998","RRE"
"ADD LOGICAL WITH CARRY (64)","ALCG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|136@40|??@48","B","RXY-a"
"ADD LOGICAL WITH CARRY (64)","ALCGR R1,R2","47496@0|//@16|R1@24|R2@28|??@32","B988","RRE"
"ADD LOGICAL WITH SIGNED IMMEDIATE(32→16)","ALHSIK R1,R3,I2","236@0|R1@8|R3@12|I2@16|//@32|218@40|??@48","ECDA 7-31","RIE-d"
"ADD LOGICAL WITH SIGNED IMMEDIATE (32←8)","ALSI D1(B1),I2","235@0|I2@8|B1@16|D1@20|110@40|??@48","ST","SIY"
"ADD LOGICAL WITH SIGNED IMMEDIATE(64→16)","ALGHSIK R1,R3,I2","236@0|R1@8|R3@12|I2@16|//@32|219@40|??@48","ECDB 7-31","RIE-d"
"ADD LOGICAL WITH SIGNED IMMEDIATE (64→8)","ALGSI D1(B1),I2","235@0|I2@8|B1@16|D1@20|126@40|??@48","ST","SIY"
"ADD LOGICAL WITH SIGNED IMMEDIATE HIGH(32)","ALSIH R1,I2","204@0|R1@8|10@12|I2@16|??@48","CCA","RIL-a"
"ADD LOGICAL WITH SIGNED IMMEDIATE HIGH(32)","ALSIHN R1,I2","204@0|R1@8|11@12|I2@16|??@48","CCB","RIL-a"
"ADD NORMALIZED (extended HFP)","AXR R1,R2","54@0|R1@8|R2@12|??@16","SP Da","RR"
"ADD NORMALIZED (long HFP)","AD R1,D2(X2,B2)","106@0|R1@8|X2@12|B2@16|D2@20|??@32","Da","RX-a"
"ADD NORMALIZED (long HFP)","ADR R1,R2","42@0|R1@8|R2@12|??@16","Da","RR"
"ADD NORMALIZED (short HFP)","AE R1,D2(X2,B2)","122@0|R1@8|X2@12|B2@16|D2@20|??@32","Da","RX-a"
"ADD NORMALIZED (short HFP)","AER R1,R2","58@0|R1@8|R2@12|??@16","Da","RR"
"ADD UNNORMALIZED (long HFP)","AW R1,D2(X2,B2)","110@0|R1@8|X2@12|B2@16|D2@20|??@32","Da","RX-a"
"ADD UNNORMALIZED (long HFP)","AWR R1,R2","46@0|R1@8|R2@12|??@16","Da","RR"
"ADD UNNORMALIZED (short HFP)","AU R1,D2(X2,B2)","126@0|R1@8|X2@12|B2@16|D2@20|??@32","Da","RX-a"
"ADD UNNORMALIZED (short HFP)","AUR R1,R2","62@0|R1@8|R2@12|??@16","Da","RR"
"AND (32)","N R1,D2(X2,B2)","84@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"AND (32)","NR R1,R2","20@0|R1@8|R2@12|??@16","14","RR"
"AND (32)","NRK R1,R2,R3","47604@0|R3@16|//@20|R1@24|R2@28|??@32","B9F4","RRF-a"
"AND (32)","NY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|84@40|??@48","B","RXY-a"
"AND (64)","NG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|128@40|??@48","B","RXY-a"
"AND (64)","NGR R1,R2","47488@0|//@16|R1@24|R2@28|??@32","B980","RRE"
"AND (64)","NGRK R1,R2,R3","47588@0|R3@16|//@20|R1@24|R2@28|??@32","B9E4","RRF-a"
"AND (character)","NC D1(L1,B1),D2(B2)","212@0|L1@8|B1@16|D1@20|B2@32|D2@36|??@48","ST","SS-a"
"AND (immediate)","NI D1(B1),I2","148@0|I2@8|B1@16|D1@20|??@32","ST","SI"
"AND (immediate)","NIY D1(B1),I2","235@0|I2@8|B1@16|D1@20|84@40|??@48","ST","SIY"
"AND IMMEDIATE (high high)","NIHH R1,I2","165@0|R1@8|4@12|I2@16|??@32","A54","RI-a"
"AND IMMEDIATE (high low)","NIHL R1,I2","165@0|R1@8|5@12|I2@16|??@32","A55","RI-a"
"AND IMMEDIATE (high)","NIHF R1,I2","192@0|R1@8|10@12|I2@16|??@48","C0A","RIL-a"
"AND IMMEDIATE (low high)","NILH R1,I2","165@0|R1@8|6@12|I2@16|??@32","A56","RI-a"
"AND IMMEDIATE (low low)","NILL R1,I2","165@0|R1@8|7@12|I2@16|??@32","A57","RI-a"
"AND IMMEDIATE (low)","NILF R1,I2","192@0|R1@8|11@12|I2@16|??@48","C0B","RIL-a"
"AND WITH COMPLEMENT(32)","NCRK R1,R2,R3","47605@0|R3@16|//@20|R1@24|R2@28|??@32","B9F5","RRF-a"
"AND WITH COMPLEMENT(64)","NCGRK R1,R2,R3","47589@0|R3@16|//@20|R1@24|R2@28|??@32","B9E5","RRF-a"
"BRANCH AND LINK","BAL R1,D2(X2,B2)","69@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"BRANCH AND LINK","BALR R1,R2","5@0|R1@8|R2@12|??@16","B","RR"
"BRANCH AND SAVE","BAS R1,D2(X2,B2)","77@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"BRANCH AND SAVE","BASR R1,R2","13@0|R1@8|R2@12|??@16","B","RR"
"BRANCH AND SAVE AND SET MODE","BASSM R1,R2","12@0|R1@8|R2@12|??@16","B","RR"
"BRANCH AND SET AUTHORITY","BSA R1,R2","45658@0|//@16|R1@24|R2@28|??@32","SO","RRE"
"BRANCH AND SET MODE","BSM R1,R2","11@0|R1@8|R2@12|??@16","B","RR"
"BRANCH AND STACK","BAKR R1,R2","45632@0|//@16|R1@24|R2@28|??@32","Z","RRE"
"BRANCH IN SUBSPACE GROUP","BSG R1,R2","45656@0|//@16|R1@24|R2@28|??@32","SO","RRE"
"BRANCH INDIRECT ON CONDITION","BIC M1,D2(X2,B2)","227@0|M1@8|X2@12|B2@16|D2@20|71@40|??@48","B","RXY-b"
"BRANCH ON CONDITION","BC M1,D2(X2,B2)","71@0|M1@8|X2@12|B2@16|D2@20|??@32","B","RX-b"
"BRANCH ON CONDITION","BCR M1,R2","7@0|M1@8|R2@12|??@16","B","RR"
"BRANCH ON COUNT (32)","BCT R1,D2(X2,B2)","70@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"BRANCH ON COUNT (32)","BCTR R1,R2","6@0|R1@8|R2@12|??@16","B","RR"
"BRANCH ON COUNT (64)","BCTG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|70@40|??@48","B","RXY-a"
"BRANCH ON COUNT (64)","BCTGR R1,R2","47430@0|//@16|R1@24|R2@28|??@32","B","RRE"
"BRANCH ON INDEX HIGH (32)","BXH R1,R3,D2(B2)","134@0|R1@8|R3@12|B2@16|D2@20|??@32","B","RS-a"
"BRANCH ON INDEX HIGH (64)","BXHG R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|68@40|??@48","B","RSY-a"
"BRANCH ON INDEX LOW OR EQUAL (32)","BXLE R1,R3,D2(B2)","135@0|R1@8|R3@12|B2@16|D2@20|??@32","B","RS-a"
"BRANCH ON INDEX LOW OR EQUAL (64)","BXLEG R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|69@40|??@48","B","RSY-a"
"BRANCH PREDICTION PRELOAD","BPP M1,RI2,D3(B3)","199@0|M1@8|//@12|B3@16|D3@20|RI2@32|??@48","C7","SMI"
"BRANCH PREDICTION RELATIVE PRELOAD","BPRP M1,RI2,RI3","197@0|M1@8|RI2@12|RI3@24|??@48","C5","MII"
"BRANCH RELATIVE AND SAVE","BRAS R1,RI2","167@0|R1@8|5@12|RI2@16|??@32","B","RI-b"
"BRANCH RELATIVE AND SAVE LONG","BRASL R1,RI2","192@0|R1@8|5@12|RI2@16|??@48","B","RIL-b"
"BRANCH RELATIVE ON CONDITION","BRC M1,RI2","167@0|M1@8|4@12|RI2@16|??@32","B","RI-c"
"BRANCH RELATIVE ON CONDITION LONG","BRCL M1,RI2","192@0|M1@8|4@12|RI2@16|??@48","B","RIL-c"
"BRANCH RELATIVE ON COUNT (32)","BRCT R1,RI2","167@0|R1@8|6@12|RI2@16|??@32","B","RI-b"
"BRANCH RELATIVE ON COUNT (64)","BRCTG R1,RI2","167@0|R1@8|7@12|RI2@16|??@32","B","RI-b"
"BRANCH RELATIVE ON COUNT HIGH (32)","BRCTH R1,RI2","204@0|R1@8|6@12|RI2@16|??@48","B","RIL-b"
"BRANCH RELATIVE ON INDEX HIGH (32)","BRXH R1,R3,RI2","132@0|R1@8|R3@12|RI2@16|??@32","B","RSI"
"BRANCH RELATIVE ON INDEX HIGH (64)","BRXHG R1,R3,RI2","236@0|R1@8|R3@12|RI2@16|//@32|68@40|??@48","B","RIE-e"
"BRANCH RELATIVE ON INDEX LOW OR EQ. (32)","BRXLE R1,R3,RI2","133@0|R1@8|R3@12|RI2@16|??@32","B","RSI"
"BRANCH RELATIVE ON INDEX LOW OR EQ. (64)","BRXLG R1,R3,RI2","236@0|R1@8|R3@12|RI2@16|//@32|69@40|??@48","B","RIE-e"
"CANCEL SUBCHANNEL","XSCH","45686@0|//@16|??@32","OP","S"
"CHECKSUM","CKSM R1,R2","45633@0|//@16|R1@24|R2@28|??@32","SP IC","RRE"
"CIPHER MESSAGE","KM R1,R2","47406@0|//@16|R1@24|R2@28|??@32","SP IC","RRE"
"CIPHER MESSAGE WITH AUTHENTICATION","KMA R1,R3,R2","47401@0|R3@16|//@20|R1@24|R2@28|??@32","SP IC","RRF-b"
"CIPHER MESSAGE WITH CHAINING","KMC R1,R2","47407@0|//@16|R1@24|R2@28|??@32","SP IC","RRE"
"CIPHER MESSAGE WITH CIPHER FEEDBACK","KMF R1,R2","47402@0|//@16|R1@24|R2@28|??@32","SP IC","RRE"
"CIPHER MESSAGE WITH COUNTER","KMCTR R1,R3,R2","47405@0|R3@16|//@20|R1@24|R2@28|??@32","SP IC","RRF-b"
"CIPHER MESSAGE WITH OUTPUT FEEDBACK","KMO R1,R2","47403@0|//@16|R1@24|R2@28|??@32","SP IC","RRE"
"CLEAR SUBCHANNEL","CSCH","45616@0|//@16|??@32","OP","S"
"COMPARE (32)","C R1,D2(X2,B2)","89@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"COMPARE (32)","CR R1,R2","25@0|R1@8|R2@12|??@16","19","RR"
"COMPARE (32)","CY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|89@40|??@48","B","RXY-a"
"COMPARE (64)","CG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|32@40|??@48","B","RXY-a"
"COMPARE (64)","CGR R1,R2","47392@0|//@16|R1@24|R2@28|??@32","B920","RRE"
"COMPARE (64←32)","CGF R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|48@40|??@48","B","RXY-a"
"COMPARE (64←32)","CGFR R1,R2","47408@0|//@16|R1@24|R2@28|??@32","B930","RRE"
"COMPARE (extended BFP)","CXBR R1,R2","45897@0|//@16|R1@24|R2@28|??@32","SP Db","RRE"
"COMPARE (extended DFP)","CXTR R1,R2","46060@0|//@16|R1@24|R2@28|??@32","SP Dt","RRE"
"COMPARE (extended HFP)","CXR R1,R2","45929@0|//@16|R1@24|R2@28|??@32","SP Da","RRE"
"COMPARE (long BFP)","CDB R1,D2(X2,B2)","237@0|R1@8|X2@12|B2@16|D2@20|//@32|25@40|??@48","Db","RXE"
"COMPARE (long BFP)","CDBR R1,R2","45849@0|//@16|R1@24|R2@28|??@32","Db","RRE"
"COMPARE (long DFP)","CDTR R1,R2","46052@0|//@16|R1@24|R2@28|??@32","Dt","RRE"
"COMPARE (long HFP)","CD R1,D2(X2,B2)","105@0|R1@8|X2@12|B2@16|D2@20|??@32","Da","RX-a"
"COMPARE (long HFP)","CDR R1,R2","41@0|R1@8|R2@12|??@16","Da","RR"
"COMPARE (short BFP)","CEB R1,D2(X2,B2)","237@0|R1@8|X2@12|B2@16|D2@20|//@32|9@40|??@48","Db","RXE"
"COMPARE (short BFP)","CEBR R1,R2","45833@0|//@16|R1@24|R2@28|??@32","Db","RRE"
"COMPARE (short HFP)","CE R1,D2(X2,B2)","121@0|R1@8|X2@12|B2@16|D2@20|??@32","Da","RX-a"
"COMPARE (short HFP)","CER R1,R2","57@0|R1@8|R2@12|??@16","Da","RR"
"COMPARE AND BRANCH (32)","CRB R1,R2,M3,D4(B4)","236@0|R1@8|R2@12|B4@16|D4@20|M3@32|//@36|246@40|??@48","B","RRS"
"COMPARE AND BRANCH (64)","CGRB R1,R2,M3,D4(B4)","236@0|R1@8|R2@12|B4@16|D4@20|M3@32|//@36|228@40|??@48","B","RRS"
"COMPARE AND BRANCH RELATIVE (32)","CRJ R1,R2,M3,RI4","236@0|R1@8|R2@12|RI4@16|M3@32|//@36|118@40|??@48","B","RIE-b"
"COMPARE AND BRANCH RELATIVE (64)","CGRJ R1,R2,M3,RI4","236@0|R1@8|R2@12|RI4@16|M3@32|//@36|100@40|??@48","B","RIE-b"
"COMPARE AND FORM CODEWORD","CFC D2(B2)","45594@0|B2@16|D2@20|??@32","SP II","S"
"COMPARE AND REPLACE DAT TABLE ENTRY","CRDTE R1,R3,R2,M4","47503@0|R3@16|M4@20|R1@24|R2@28|??@32","SP","RRF-b"
"COMPARE AND SIGNAL (extended BFP)","KXBR R1,R2","45896@0|//@16|R1@24|R2@28|??@32","SP Db","RRE"
"COMPARE AND SIGNAL (extended DFP)","KXTR R1,R2","46056@0|//@16|R1@24|R2@28|??@32","SP Dt","RRE"
"COMPARE AND SIGNAL (long BFP)","KDB R1,D2(X2,B2)","237@0|R1@8|X2@12|B2@16|D2@20|//@32|24@40|??@48","Db","RXE"
"COMPARE AND SIGNAL (long BFP)","KDBR R1,R2","45848@0|//@16|R1@24|R2@28|??@32","Db","RRE"
"COMPARE AND SIGNAL (long DFP)","KDTR R1,R2","46048@0|//@16|R1@24|R2@28|??@32","Dt","RRE"
"COMPARE AND SIGNAL (short BFP)","KEB R1,D2(X2,B2)","237@0|R1@8|X2@12|B2@16|D2@20|//@32|8@40|??@48","Db","RXE"
"COMPARE AND SIGNAL (short BFP)","KEBR R1,R2","45832@0|//@16|R1@24|R2@28|??@32","Db","RRE"
"COMPARE AND SWAP (32)","CS R1,R3,D2(B2)","186@0|R1@8|R3@12|B2@16|D2@20|??@32","SP","RS-a"
"COMPARE AND SWAP (32)","CSY R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|20@40|??@48","SP","RSY-a"
"COMPARE AND SWAP (64)","CSG R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|48@40|??@48","SP","RSY-a"
"COMPARE AND SWAP AND PURGE (32)","CSP R1,R2","45648@0|//@16|R1@24|R2@28|??@32","SP","RRE"
"COMPARE AND SWAP AND PURGE (64)","CSPG R1,R2","47498@0|//@16|R1@24|R2@28|??@32","SP","RRE"
"COMPARE AND SWAP AND STORE","CSST D1(B1),D2(B2),R3","200@0|R3@8|2@12|B1@16|D1@20|B2@32|D2@36|??@48","SP","SSF"
"COMPARE AND TRAP (32)","CRT R1,R2,M3","47474@0|M3@16|//@20|R1@24|R2@28|??@32","B972","RRF-c"
"COMPARE AND TRAP (64)","CGRT R1,R2,M3","47456@0|M3@16|//@20|R1@24|R2@28|??@32","B960","RRF-c"
"COMPARE BIASED EXPONENT (extended DFP)","CEXTR R1,R2","46076@0|//@16|R1@24|R2@28|??@32","SP Dt","RRE"
"COMPARE BIASED EXPONENT (long DFP)","CEDTR R1,R2","46068@0|//@16|R1@24|R2@28|??@32","Dt","RRE"
"COMPARE DECIMAL","CP D1(L1,B1),D2(L2,B2)","249@0|L1@8|L2@12|B1@16|D1@20|B2@32|D2@36|??@48","Dg","SS-b"
"COMPARE DOUBLE AND SWAP (32)","CDS R1,R3,D2(B2)","187@0|R1@8|R3@12|B2@16|D2@20|??@32","SP","RS-a"
"COMPARE DOUBLE AND SWAP (32)","CDSY R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|49@40|??@48","SP","RSY-a"
"COMPARE DOUBLE AND SWAP (64)","CDSG R1,R3,D2(B2)","235@0|R1@8|R3@12|B2@16|D2@20|62@40|??@48","SP","RSY-a"
"COMPARE HALFWORD (32→16)","CH R1,D2(X2,B2)","73@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"COMPARE HALFWORD (32→16)","CHY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|121@40|??@48","B","RXY-a"
"COMPARE HALFWORD (64←16)","CGH R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|52@40|??@48","B","RXY-a"
"COMPARE HALFWORD IMMEDIATE (16→16)","CHHSI D1(B1),I2","58708@0|B1@16|D1@20|I2@32|??@48","B","SIL"
"COMPARE HALFWORD IMMEDIATE (32←16)","CHI R1,I2","167@0|R1@8|14@12|I2@16|??@32","A7E","RI-a"
"COMPARE HALFWORD IMMEDIATE (32←16)","CHSI D1(B1),I2","58716@0|B1@16|D1@20|I2@32|??@48","B","SIL"
"COMPARE HALFWORD IMMEDIATE (64←16)","CGHI R1,I2","167@0|R1@8|15@12|I2@16|??@32","A7F","RI-a"
"COMPARE HALFWORD IMMEDIATE (64←16)","CGHSI D1(B1),I2","58712@0|B1@16|D1@20|I2@32|??@48","B","SIL"
"COMPAREHALFWORDRELATIVE LONG (32→16)","CHRL R1,RI2","198@0|R1@8|5@12|RI2@16|??@48","C65","RIL-b"
"COMPAREHALFWORDRELATIVE LONG (64←16)","CGHRL R1,RI2","198@0|R1@8|4@12|RI2@16|??@48","C64","RIL-b"
"COMPARE HIGH (32)","CHF R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|205@40|??@48","B","RXY-a"
"COMPARE HIGH (32)","CHHR R1,R2","47565@0|//@16|R1@24|R2@28|??@32","B9CD","RRE"
"COMPARE HIGH (32)","CHLR R1,R2","47581@0|//@16|R1@24|R2@28|??@32","B9DD","RRE"
"COMPARE IMMEDIATE (32)","CFI R1,I2","194@0|R1@8|13@12|I2@16|??@48","C2D","RIL-a"
"COMPARE IMMEDIATE (64←32)","CGFI R1,I2","194@0|R1@8|12@12|I2@16|??@48","C2C","RIL-a"
"COMPARE IMMEDIATE AND BRANCH (32←8)","CIB R1,I2,M3,D4(B4)","236@0|R1@8|M3@12|B4@16|D4@20|I2@32|254@40|??@48","B","RIS"
"COMPARE IMMEDIATE AND BRANCH (64←8)","CGIB R1,I2,M3,D4(B4)","236@0|R1@8|M3@12|B4@16|D4@20|I2@32|252@40|??@48","B","RIS"
"COMPARE IMMEDIATE AND BRANCH RELATIVE(32→8)","CIJ R1,I2,M3,RI4","236@0|R1@8|M3@12|RI4@16|I2@32|126@40|??@48","B","RIE-c"
"COMPARE IMMEDIATE AND BRANCH RELATIVE(64→8)","CGIJ R1,I2,M3,RI4","236@0|R1@8|M3@12|RI4@16|I2@32|124@40|??@48","B","RIE-c"
"COMPARE IMMEDIATE AND TRAP (32→16)","CIT R1,I2,M3","236@0|R1@8|//@12|I2@16|M3@32|//@36|114@40|??@48","EC72","RIE-a"
"COMPARE IMMEDIATE AND TRAP (64←16)","CGIT R1,I2,M3","236@0|R1@8|//@12|I2@16|M3@32|//@36|112@40|??@48","EC70","RIE-a"
"COMPARE IMMEDIATE HIGH (32)","CIH R1,I2","204@0|R1@8|13@12|I2@16|??@48","CCD","RIL-a"
"COMPARE LOGICAL (32)","CL R1,D2(X2,B2)","85@0|R1@8|X2@12|B2@16|D2@20|??@32","B","RX-a"
"COMPARE LOGICAL (32)","CLR R1,R2","21@0|R1@8|R2@12|??@16","15","RR"
"COMPARE LOGICAL (32)","CLY R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|85@40|??@48","B","RXY-a"
"COMPARE LOGICAL (64)","CLG R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|33@40|??@48","B","RXY-a"
"COMPARE LOGICAL (64)","CLGR R1,R2","47393@0|//@16|R1@24|R2@28|??@32","B921","RRE"
"COMPARE LOGICAL (64→32)","CLGF R1,D2(X2,B2)","227@0|R1@8|X2@12|B2@16|D2@20|49@40|??@48","B","RXY-a"
"COMPARE LOGICAL (64→32)","CLGFR R1,R2","47409@0|//@16|R1@24|R2@28|??@32","B931","RRE"
"COMPARE LOGICAL (character)","CLC D1(L1,B1),D2(B2)","213@0|L1@8|B1@16|D1@20|B2@32|D2@36|??@48","B","SS-a"
"COMPARE LOGICAL (immediate)","CLI D1(B1),I2","149@0|I2@8|B1@16|D1@20|??@32","B","SI"
"COMPARE LOGICAL (immediate)","CLIY D1(B1),I2","235@0|I2@8|B1@16|D1@20|85@40|??@48","B","SIY"
"COMPARE LOGICAL AND BRANCH (32)","CLRB R1,R2,M3,D4(B4)","236@0|R1@8|R2@12|B4@16|D4@20|M3@32|//@36|247@40|??@48","B","RRS"
"COMPARE LOGICAL AND BRANCH (64)","CLGRB R1,R2,M3,D4(B4)","236@0|R1@8|R2@12|B4@16|D4@20|M3@32|//@36|229@40|??@48","B","RRS"
"COMPARE LOGICAL AND BRANCH RELATIVE(32)","CLRJ R1,R2,M3,RI4","236@0|R1@8|R2@12|RI4@16|M3@32|//@36|119@40|??@48","B","RIE-b"
"COMPARE LOGICAL AND BRANCH RELATIVE(64)","CLGRJ R1,R2,M3,RI4","236@0|R1@8|R2@12|RI4@16|M3@32|//@36|101@40|??@48","B","RIE-b"
"COMPARE LOGICAL AND TRAP (32)","CLRT R1,R2,M3","47475@0|M3@16|//@20|R1@24|R2@28|??@32","B973","RRF-c"
"COMPARE LOGICAL AND TRAP (32)","CLT R1,M3,D2(B2)","235@0|R1@8|M3@12|B2@16|D2@20|35@40|??@48","B","RSY-b"
"COMPARE LOGICAL AND TRAP (64)","CLGRT R1,R2,M3","47457@0|M3@16|//@20|R1@24|R2@28|??@32","B961","RRF-c"
